Format,Matches,Inn,NO,Runs,HS,Avg,BF,SR,100,200,50,4s,6s,Name
T20I,98,90,10,2195,98,27.44,1586,138.4,0,0,13,146,144,Nicholas Pooran
IPL,76,73,18,1769,77,32.16,1090,162.29,0,0,9,112,127,Nicholas Pooran
T20I,1,0,0,0,-,-,0,-,0,0,0,0,0,Jack Leaning
IPL,4,4,0,10,7,2.5,26,38.46,0,0,0,0,0,Ricky Bhui
ODI,10,7,1,153,33,25.5,189,80.95,0,0,0,10,1,Deepak Hooda
T20I,21,17,5,368,104,30.67,250,147.2,1,0,0,29,18,Deepak Hooda
IPL,118,96,16,1465,64,18.31,1131,129.53,0,0,8,96,61,Deepak Hooda
Test,14,24,2,811,105,36.86,1287,63.01,1,0,5,94,16,Shreyas Iyer
ODI,62,57,6,2421,128,47.47,2392,101.21,5,0,18,226,62,Shreyas Iyer
T20I,51,47,11,1104,74,30.67,811,136.13,0,0,8,90,44,Shreyas Iyer
IPL,115,115,18,3127,96,32.24,2453,127.48,0,0,21,271,113,Shreyas Iyer
Test,3,5,1,200,68,50.0,252,79.37,0,0,3,24,5,Sarfaraz Khan
IPL,50,37,11,585,67,22.5,448,130.58,0,0,1,63,14,Sarfaraz Khan
Test,19,26,4,432,51,19.64,777,55.6,0,0,1,38,10,Kyle Jamieson
ODI,13,6,2,83,25,20.75,102,81.37,0,0,0,6,2,Kyle Jamieson
T20I,13,5,3,49,30,24.5,33,148.48,0,0,0,7,0,Kyle Jamieson
IPL,9,7,3,65,16,16.25,55,118.18,0,0,0,5,3,Kyle Jamieson
ODI,3,2,0,33,22,16.5,27,122.22,0,0,0,2,1,Tim Seifert
T20I,61,58,7,1291,88,25.31,958,134.76,0,0,9,111,58,Tim Seifert
IPL,3,3,0,26,21,8.67,23,113.04,0,0,0,4,0,Tim Seifert
ODI,5,5,0,223,104,44.6,278,80.22,1,0,1,19,5,Ben McDermott
T20I,25,23,4,342,54,18.0,343,99.71,0,0,2,17,13,Ben McDermott
ODI,8,6,0,153,58,25.5,145,105.52,0,0,1,15,7,Matthew Short
T20I,11,10,0,252,66,25.2,154,163.64,0,0,1,27,12,Matthew Short
IPL,6,6,0,117,36,19.5,92,127.17,0,0,0,15,4,Matthew Short
Test,33,54,9,1920,171,42.67,3496,54.92,3,0,10,204,14,Mohammad Rizwan
ODI,74,67,15,2088,131,40.15,2325,89.81,3,0,13,180,21,Mohammad Rizwan
T20I,102,89,20,3313,104,48.01,2620,126.45,1,0,29,279,92,Mohammad Rizwan
T20I,6,2,2,2,2,0.0,1,200.0,0,0,0,0,0,Daniel Doram
T20I,1,1,0,0,0,0.0,1,0.0,0,0,0,0,0,Ayabulela Gqamane
Test,1,2,1,9,5,9.0,18,50.0,0,0,0,1,0,Beuran Hendricks
ODI,10,4,1,24,18,8.0,45,53.33,0,0,0,2,0,Beuran Hendricks
T20I,19,5,2,18,12,6.0,23,78.26,0,0,0,0,1,Beuran Hendricks
IPL,7,3,2,1,1,1.0,3,33.33,0,0,0,0,0,Beuran Hendricks
ODI,38,38,2,974,102,27.06,1264,77.06,1,0,7,101,9,Reeza Hendricks
T20I,73,72,2,2101,87,30.01,1616,130.01,0,0,17,235,52,Reeza Hendricks
Test,1,2,1,26,20,26.0,31,83.87,0,0,0,4,0,Hardus Viljoen
IPL,6,3,1,3,2,1.5,7,42.86,0,0,0,0,0,Hardus Viljoen
Test,67,125,5,4368,245,36.4,7548,57.87,10,1,19,528,45,Kusal Mendis
ODI,133,130,9,3962,122,32.74,4611,85.92,3,0,30,390,69,Kusal Mendis
T20I,70,70,2,1727,86,25.4,1291,133.77,0,0,14,148,74,Kusal Mendis
Test,9,14,1,308,104,23.69,407,75.68,1,0,0,40,2,Sadeera Samarawickrama
ODI,44,41,5,1192,108,33.11,1273,93.64,1,0,8,121,7,Sadeera Samarawickrama
T20I,19,17,2,259,61,17.27,240,107.92,0,0,2,27,2,Sadeera Samarawickrama
Test,1,2,0,6,5,3.0,17,35.29,0,0,0,1,0,Minod Bhanuka
ODI,6,6,0,140,36,23.33,194,72.16,0,0,0,13,2,Minod Bhanuka
T20I,5,4,0,64,36,16.0,66,96.97,0,0,0,7,0,Minod Bhanuka
ODI,4,3,0,26,17,8.67,36,72.22,0,0,0,4,0,Binura Fernando
T20I,17,4,2,30,20,15.0,30,100.0,0,0,0,2,1,Binura Fernando
Test,1,2,0,22,22,11.0,43,51.16,0,0,0,4,0,Chamika Karunaratne
ODI,26,24,6,451,75,25.06,575,78.43,0,0,1,32,8,Chamika Karunaratne
T20I,42,34,16,291,31,16.17,274,106.2,0,0,0,15,12,Chamika Karunaratne
Test,15,22,1,380,45,18.1,829,45.84,0,0,0,39,2,Ramesh Mendis
ODI,4,4,2,50,26,25.0,50,100.0,0,0,0,3,1,Ramesh Mendis
T20I,4,3,0,17,12,5.67,21,80.95,0,0,0,0,1,Ramesh Mendis
Test,3,6,0,92,44,15.33,122,75.41,0,0,0,11,3,Scott Kuggeleijn
ODI,2,1,1,11,11,0.0,6,183.33,0,0,0,1,0,Scott Kuggeleijn
T20I,18,8,4,79,35,19.75,37,213.51,0,0,0,5,7,Scott Kuggeleijn
IPL,2,0,0,0,-,-,0,-,0,0,0,0,0,Scott Kuggeleijn
Test,2,3,1,66,39,33.0,120,55.0,0,0,0,12,0,Tom Curran
ODI,28,17,9,303,47,37.88,321,94.39,0,0,0,29,5,Tom Curran
T20I,30,13,7,64,14,10.67,56,114.29,0,0,0,1,4,Tom Curran
IPL,13,10,5,127,54,25.4,107,118.69,0,0,1,10,3,Tom Curran
ODI,11,11,0,262,96,23.82,397,65.99,0,0,2,33,0,Hamish Gardiner
ODI,29,28,2,781,89,30.04,935,83.53,0,0,5,61,19,Sohaib Maqsood
T20I,26,22,2,273,37,13.65,234,116.67,0,0,0,20,11,Sohaib Maqsood
Test,5,8,4,6,3,1.5,99,6.06,0,0,0,0,0,Lahiru Gamage
ODI,9,5,3,4,3,2.0,27,14.81,0,0,0,0,0,Lahiru Gamage
Test,11,16,3,182,56,14.0,532,34.21,0,0,1,18,3,Dane Piedt
Test,20,33,5,410,58,14.64,735,55.78,0,0,1,50,2,Ollie Robinson
ODI,13,11,1,187,74,18.7,207,90.34,0,0,1,23,4,Ben Cooper
T20I,57,55,11,1239,91,28.16,993,124.77,0,0,9,118,38,Ben Cooper
Test,10,14,2,221,47,18.42,624,35.42,0,0,0,19,1,Simon Harmer
ODI,2,1,0,12,12,12.0,18,66.67,0,0,0,2,0,Eddie Richardson
Test,36,68,0,2045,156,30.07,3947,51.81,5,0,10,200,18,Shan Masood
ODI,9,9,0,163,50,18.11,234,69.66,0,0,1,19,0,Shan Masood
T20I,19,17,4,396,66,30.46,324,122.22,0,0,3,30,7,Shan Masood
T20I,8,1,0,10,10,10.0,9,111.11,0,0,0,1,0,Salman Nazar
T20I,5,0,0,0,-,-,0,-,0,0,0,0,0,Cecil Pervez
ODI,2,1,0,2,2,2.0,2,100.0,0,0,0,0,0,Kenneth Kamyuka
Test,8,14,1,259,74,19.92,454,57.05,0,0,1,34,2,Michael Bracewell
ODI,19,16,4,510,140,42.5,430,118.6,2,0,0,45,24,Michael Bracewell
T20I,22,15,5,167,61,16.7,134,124.63,0,0,1,14,6,Michael Bracewell
IPL,5,4,2,58,26,29.0,47,123.4,0,0,0,6,1,Michael Bracewell
Test,15,25,9,589,67,36.81,1083,54.39,0,0,3,65,10,Mark Craig
Test,18,32,2,905,98,30.17,2221,40.75,0,0,6,101,4,Rassie van der Dussen
ODI,65,60,12,2398,134,49.96,2758,86.95,6,0,14,187,41,Rassie van der Dussen
T20I,48,44,8,1191,94,33.08,932,127.79,0,0,8,70,55,Rassie van der Dussen
IPL,3,3,1,22,12,11.0,24,91.67,0,0,0,2,0,Rassie van der Dussen
T20I,1,0,0,0,-,-,0,-,0,0,0,0,0,Waqas Maqsood
ODI,21,16,1,382,52,25.47,314,121.66,0,0,3,22,21,Asif Ali
T20I,58,51,13,577,41,15.18,431,133.87,0,0,0,27,37,Asif Ali
ODI,8,8,0,151,39,18.88,267,56.55,0,0,0,19,0,John Anderson
T20I,3,2,0,12,9,6.0,18,66.67,0,0,0,1,0,John Anderson
ODI,7,5,2,4,2,1.33,28,14.29,0,0,0,0,0,Billy Stanlake
T20I,19,2,1,9,7,9.0,12,75.0,0,0,0,0,1,Billy Stanlake
IPL,6,1,1,5,5,0.0,2,250.0,0,0,0,1,0,Billy Stanlake
Test,2,4,0,23,11,5.75,96,23.96,0,0,0,3,0,Clyde Fortuin
T20I,1,1,0,6,6,6.0,4,150.0,0,0,0,1,0,Clyde Fortuin
Test,39,71,1,2510,152,35.86,4252,59.03,7,0,11,365,13,Aiden Markram
ODI,71,68,8,2213,175,36.88,2260,97.92,3,0,11,222,53,Aiden Markram
T20I,53,49,8,1319,70,32.17,912,144.63,0,0,9,120,54,Aiden Markram
IPL,44,42,9,995,68,30.15,767,129.73,0,0,5,73,35,Aiden Markram
Test,64,99,17,932,47,11.37,1926,48.39,0,0,0,120,16,Kagiso Rabada
ODI,101,42,18,360,31,15.0,450,80.0,0,0,0,26,11,Kagiso Rabada
T20I,65,24,15,156,22,17.33,141,110.64,0,0,0,14,5,Kagiso Rabada
IPL,80,31,14,206,44,12.12,193,106.74,0,0,0,16,8,Kagiso Rabada
ODI,2,2,0,91,91,45.5,98,92.86,0,0,1,9,4,Jason Smith
T20I,1,1,1,6,6,0.0,6,100.0,0,0,0,0,0,Jason Smith
Test,1,2,0,73,49,36.5,144,50.69,0,0,0,10,0,Joylord Gumbie
ODI,12,12,0,354,78,29.5,527,67.17,0,0,2,37,1,Joylord Gumbie
T20I,3,3,0,43,17,14.33,52,82.69,0,0,0,6,0,Joylord Gumbie
Test,3,5,2,25,11,8.33,107,23.36,0,0,0,3,0,Carl Mumba
ODI,7,7,3,32,13,8.0,55,58.18,0,0,0,1,1,Carl Mumba
T20I,9,4,1,39,25,13.0,38,102.63,0,0,0,4,1,Carl Mumba
Test,4,4,2,19,9,9.5,39,48.72,0,0,0,3,0,Andile Phehlukwayo
ODI,83,55,19,882,69,24.5,1016,86.81,0,0,2,77,36,Andile Phehlukwayo
T20I,42,25,7,166,27,9.22,153,108.5,0,0,0,16,5,Andile Phehlukwayo
Test,19,30,10,97,19,4.85,229,42.36,0,0,0,14,1,Lungi Ngidi
ODI,62,26,15,123,20,11.18,234,52.56,0,0,0,8,6,Lungi Ngidi
T20I,43,13,8,41,13,8.2,52,78.85,0,0,0,4,0,Lungi Ngidi
IPL,14,0,0,0,-,-,0,-,0,0,0,0,0,Lungi Ngidi
Test,6,11,0,33,18,3.0,108,30.56,0,0,0,3,2,Yamin Ahmadzai
ODI,9,5,2,9,5,3.0,32,28.12,0,0,0,0,0,Yamin Ahmadzai
T20I,2,1,1,1,1,0.0,1,100.0,0,0,0,0,0,Yamin Ahmadzai
ODI,2,2,0,7,6,3.5,45,15.56,0,0,0,0,0,Dhiren Gondaria
T20I,11,9,2,199,85,28.43,157,126.75,0,0,1,12,6,Dhiren Gondaria
ODI,1,1,0,1,1,1.0,23,4.35,0,0,0,0,0,Gurdeep Singh
T20I,11,10,0,176,44,17.6,183,96.17,0,0,0,20,3,Gurdeep Singh
Test,1,0,0,0,-,-,0,-,0,0,0,0,0,Sayed Shirzad
ODI,2,1,0,25,25,25.0,17,147.06,0,0,0,2,2,Sayed Shirzad
T20I,4,1,0,1,1,1.0,2,50.0,0,0,0,0,0,Sayed Shirzad
ODI,7,7,3,57,19,14.25,48,118.75,0,0,0,5,2,Andrew Tye
T20I,32,15,7,83,20,10.38,76,109.21,0,0,0,5,4,Andrew Tye
IPL,30,13,4,91,25,10.11,76,119.74,0,0,0,6,5,Andrew Tye
IPL,3,3,0,21,15,7.0,30,70.0,0,0,0,2,0,Baba Indrajith
Test,11,18,1,532,108,31.29,720,73.89,1,0,4,68,12,Hardik Pandya
ODI,86,61,9,1769,92,34.02,1603,110.36,0,0,11,132,67,Hardik Pandya
T20I,104,81,23,1594,71,27.48,1113,143.22,0,0,4,118,83,Hardik Pandya
IPL,137,128,40,2525,91,28.69,1734,145.62,0,0,10,189,136,Hardik Pandya
Test,8,15,2,397,86,30.54,751,52.86,0,0,3,49,3,Andy McBrine
ODI,89,61,12,850,79,17.35,1228,69.22,0,0,2,79,13,Andy McBrine
T20I,32,18,6,155,36,12.92,132,117.42,0,0,0,11,5,Andy McBrine
IPL,93,65,25,1013,53,25.32,752,134.71,0,0,1,84,47,Rahul Tewatia
Test,11,19,0,632,117,33.26,1402,45.08,3,0,2,66,0,Stephen Cook
T20I,2,0,0,0,-,-,0,-,0,0,0,0,0,Eddie Leie
Test,1,0,0,0,-,-,0,-,0,0,0,0,0,Usman Shinwari
ODI,17,4,1,6,6,2.0,7,85.71,0,0,0,0,1,Usman Shinwari
T20I,16,3,3,2,2,0.0,3,66.67,0,0,0,0,0,Usman Shinwari
Test,4,8,3,66,39,13.2,76,86.84,0,0,0,10,1,Dane Paterson
ODI,4,0,0,0,-,-,0,-,0,0,0,0,0,Dane Paterson
T20I,8,2,1,5,4,5.0,2,250.0,0,0,0,1,0,Dane Paterson
T20I,10,8,2,125,42,20.83,101,123.76,0,0,0,10,4,Pite van Biljon
Test,2,3,1,8,5,4.0,27,29.63,0,0,0,1,0,Navdeep Saini
ODI,8,5,3,107,45,53.5,137,78.1,0,0,0,9,3,Navdeep Saini
T20I,11,3,3,12,11,0.0,11,109.09,0,0,0,2,0,Navdeep Saini
IPL,32,7,3,33,12,8.25,37,89.19,0,0,0,3,0,Navdeep Saini
Test,52,83,6,1135,84,14.74,1895,59.89,0,0,5,135,22,Keshav Maharaj
ODI,44,23,5,238,40,13.22,288,82.64,0,0,0,29,2,Keshav Maharaj
T20I,35,13,6,92,41,13.14,98,93.88,0,0,0,6,5,Keshav Maharaj
IPL,2,1,0,1,1,1.0,2,50.0,0,0,0,0,0,Keshav Maharaj
ODI,1,0,0,0,-,-,0,-,0,0,0,0,0,Mthokozisi Shezi
Test,5,7,1,120,39,20.0,316,37.97,0,0,0,12,3,Khaya Zondo
ODI,6,6,1,146,54,29.2,231,63.2,0,0,1,8,3,Khaya Zondo
ODI,16,15,0,428,81,28.53,543,78.82,0,0,3,45,2,Colin Ackermann
T20I,22,22,4,465,62,25.83,402,115.67,0,0,1,34,11,Colin Ackermann
T20I,1,1,0,32,32,32.0,19,168.42,0,0,0,1,2,Lesiba Ngoepe
Test,1,2,0,40,38,20.0,111,36.04,0,0,0,7,0,Shaun von Berg
Test,2,4,0,78,47,19.5,135,57.78,0,0,0,12,1,Solomon Mire
ODI,47,47,0,955,112,20.32,1191,80.18,1,0,3,93,24,Solomon Mire
T20I,9,8,0,253,94,31.62,196,129.08,0,0,2,23,13,Solomon Mire
ODI,1,0,0,0,-,-,0,-,0,0,0,0,0,Ben Dwarshuis
T20I,3,3,1,1,1,0.5,5,20.0,0,0,0,0,0,Ben Dwarshuis
IPL,52,22,8,180,24,12.86,169,106.51,0,0,0,19,2,Shreyas Gopal
ODI,52,29,14,139,19,9.27,229,60.7,0,0,0,10,2,Saurabh Netravalkar
T20I,33,9,3,34,12,5.67,40,85.0,0,0,0,1,1,Saurabh Netravalkar
Test,1,2,0,23,23,11.5,58,39.66,0,0,0,4,0,Edward Moore
ODI,2,2,0,31,25,15.5,33,93.94,0,0,0,5,1,Christiaan Jonker
T20I,2,2,0,57,49,28.5,29,196.55,0,0,0,5,3,Christiaan Jonker
ODI,8,4,1,23,10,7.67,29,79.31,0,0,0,2,1,Avesh Khan
T20I,23,5,3,27,16,13.5,20,135.0,0,0,0,3,1,Avesh Khan
IPL,62,10,8,41,12,20.5,25,164.0,0,0,0,3,3,Avesh Khan
IPL,1,0,0,0,-,-,0,-,0,0,0,0,0,Monu Kumar
ODI,20,16,3,200,51,15.38,203,98.52,0,0,1,18,8,Fabian Allen
T20I,38,26,8,268,34,14.89,198,135.35,0,0,0,15,21,Fabian Allen
IPL,5,4,2,14,8,7.0,19,73.68,0,0,0,1,0,Fabian Allen
Test,10,19,2,560,207,32.94,1433,39.08,1,1,1,52,5,Tagenarine Chanderpaul
Test,16,30,0,838,93,27.93,1138,73.64,0,0,5,85,27,Shimron Hetmyer
ODI,53,50,3,1515,139,32.23,1449,104.55,5,0,4,117,53,Shimron Hetmyer
T20I,58,49,5,933,81,21.2,780,119.62,0,0,5,63,47,Shimron Hetmyer
IPL,72,66,26,1243,75,31.07,812,153.08,0,0,4,76,82,Shimron Hetmyer
ODI,37,37,2,1054,112,30.11,1254,84.05,2,0,6,122,24,Brandon King
T20I,55,53,4,1395,85,28.47,1038,134.39,0,0,10,149,60,Brandon King
Test,9,13,5,173,45,21.62,278,62.23,0,0,0,26,1,Gudakesh Motie
ODI,13,9,2,70,39,10.0,100,70.0,0,0,0,7,3,Gudakesh Motie
T20I,18,5,4,7,4,7.0,12,58.33,0,0,0,1,0,Gudakesh Motie
ODI,2,2,0,33,33,16.5,58,56.9,0,0,0,2,0,Priyamal Perera
ODI,1,1,0,2,2,2.0,14,14.29,0,0,0,0,0,Hussain Talat
T20I,18,17,1,394,63,24.62,333,118.32,0,0,2,37,5,Hussain Talat
Test,13,25,3,1237,208,56.23,2623,47.16,3,1,7,135,1,Saud Shakeel
ODI,15,12,1,317,68,28.82,353,89.8,0,0,3,37,1,Saud Shakeel
ODI,2,1,0,10,10,10.0,10,100.0,0,0,0,1,0,Luke Wood
T20I,5,1,0,3,3,3.0,4,75.0,0,0,0,0,0,Luke Wood
IPL,2,1,1,9,9,0.0,3,300.0,0,0,0,0,1,Luke Wood
Test,16,21,10,66,15,6.0,266,24.81,0,0,0,10,1,Duanne Olivier
ODI,2,0,0,0,-,-,0,-,0,0,0,0,0,Duanne Olivier
ODI,54,41,7,409,50,12.03,674,60.68,0,0,1,29,8,Ahmed Raza
T20I,54,20,10,122,22,12.2,147,82.99,0,0,0,3,5,Ahmed Raza
ODI,37,37,0,946,115,25.57,1507,62.77,2,0,5,96,13,Chirag Suri
T20I,31,31,3,819,88,29.25,710,115.35,0,0,7,84,18,Chirag Suri
ODI,7,4,4,16,10,0.0,29,55.17,0,0,0,1,0,Manjula Guruge
T20I,5,3,2,3,1,3.0,8,37.5,0,0,0,0,0,Manjula Guruge
ODI,1,1,0,13,13,13.0,15,86.67,0,0,0,0,1,Kamran Shahzad
T20I,3,2,0,21,21,10.5,17,123.53,0,0,0,1,2,Kamran Shahzad
ODI,40,35,10,401,45,16.04,327,122.63,0,0,0,41,21,Mohammad Naveed
T20I,30,23,10,172,27,13.23,145,118.62,0,0,0,16,8,Mohammad Naveed
ODI,5,3,0,82,60,27.33,125,65.6,0,0,1,11,0,Nasir Aziz
T20I,1,0,0,0,-,-,0,-,0,0,0,0,0,Nasir Aziz
ODI,13,12,2,263,99,26.3,404,65.1,0,0,2,22,2,Swapnil Patil
T20I,18,13,0,187,37,14.38,218,85.78,0,0,0,16,4,Swapnil Patil
ODI,82,76,5,1508,109,21.24,2368,63.68,1,0,7,124,26,Rohan Mustafa
T20I,57,52,5,1002,77,21.32,825,121.45,0,0,4,106,27,Rohan Mustafa
ODI,3,3,0,43,27,14.33,79,54.43,0,0,0,5,0,Salman Faris
ODI,41,41,2,1336,117,34.26,1545,86.47,2,0,11,133,28,Shaiman Anwar
T20I,31,31,2,854,62,29.45,702,121.65,0,0,6,65,37,Shaiman Anwar
Test,22,41,1,1588,200,39.7,3130,50.73,4,1,9,196,9,Devon Conway
ODI,32,31,3,1246,152,44.5,1388,89.77,5,0,3,154,16,Devon Conway
T20I,50,46,9,1408,99,38.05,1102,127.77,0,0,10,135,37,Devon Conway
IPL,23,22,3,924,92,48.63,654,141.28,0,0,9,99,30,Devon Conway
Test,5,10,3,160,55,22.86,313,51.12,0,0,1,16,1,Nasir Jamal
ODI,16,14,1,352,53,27.08,537,65.55,0,0,3,25,1,Nasir Jamal
ODI,18,8,4,46,17,11.5,87,52.87,0,0,0,2,1,Fareed Ahmad Malik
T20I,30,5,4,32,24,32.0,33,96.97,0,0,0,5,0,Fareed Ahmad Malik
Test,3,6,1,110,65,22.0,253,43.48,0,0,1,13,2,Ihsanullah Janat
ODI,16,16,2,307,57,21.93,440,69.77,0,0,3,38,6,Ihsanullah Janat
T20I,1,1,0,20,20,20.0,14,142.86,0,0,0,4,0,Ihsanullah Janat
Test,1,2,0,13,12,6.5,33,39.39,0,0,0,2,0,Munir Ahmad
Test,1,1,0,0,0,0.0,3,0.0,0,0,0,0,0,Shahidullah Kamal
ODI,3,3,0,39,37,13.0,71,54.93,0,0,0,2,0,Shahidullah Kamal
T20I,3,3,1,72,49,36.0,59,122.03,0,0,0,5,4,Shahidullah Kamal
ODI,20,12,4,70,21,8.75,109,64.22,0,0,0,3,2,Sharafuddin Ashraf
T20I,19,12,6,46,18,7.67,55,83.64,0,0,0,4,1,Sharafuddin Ashraf
ODI,17,17,0,435,118,25.59,578,75.26,1,0,2,39,10,Usman Ghani
T20I,35,34,3,786,73,25.35,733,107.23,0,0,4,76,21,Usman Ghani
Test,6,5,2,13,7,4.33,88,14.77,0,0,0,1,0,Jubair Hossain
ODI,3,1,0,5,5,5.0,9,55.56,0,0,0,1,0,Jubair Hossain
T20I,1,0,0,0,-,-,0,-,0,0,0,0,0,Jubair Hossain
Test,15,22,7,66,16,4.4,162,40.74,0,0,0,3,5,Mustafizur Rahman
ODI,104,51,30,160,20,7.62,309,51.78,0,0,0,18,1,Mustafizur Rahman
T20I,105,32,13,87,15,4.58,117,74.36,0,0,0,3,5,Mustafizur Rahman
IPL,57,9,8,13,8,13.0,23,56.52,0,0,0,0,1,Mustafizur Rahman
Test,31,59,1,1691,163,29.16,3245,52.11,5,0,4,196,21,Najmul Hossain Shanto
ODI,45,44,3,1365,122,33.29,1674,81.54,3,0,8,148,12,Najmul Hossain Shanto
T20I,48,46,5,946,71,23.07,875,108.11,0,0,4,86,18,Najmul Hossain Shanto
Test,17,33,2,806,115,26.0,1798,44.83,1,0,4,92,0,Shadman Islam
Test,6,11,0,205,55,18.64,444,46.17,0,0,1,26,0,Yasir Ali
ODI,9,7,0,102,50,14.57,114,89.47,0,0,1,8,4,Yasir Ali
T20I,11,11,3,128,42,16.0,90,142.22,0,0,0,12,5,Yasir Ali
Test,11,22,1,569,100,27.1,1136,50.09,1,0,4,67,5,Zakir Hasan
ODI,1,1,0,1,1,1.0,5,20.0,0,0,0,0,0,Zakir Hasan
T20I,4,4,0,11,10,2.75,19,57.89,0,0,0,1,0,Zakir Hasan
T20I,7,4,0,66,22,16.5,60,110.0,0,0,0,7,1,Abraash Khan
T20I,2,1,1,9,9,0.0,4,225.0,0,0,0,1,0,Armaan Kapoor
ODI,41,37,6,965,94,31.13,1253,77.02,0,0,3,52,46,JJ Smit
T20I,55,48,20,939,71,33.54,656,143.14,0,0,3,56,58,JJ Smit
ODI,3,3,0,14,5,4.67,44,31.82,0,0,0,0,0,Michau du Preez
T20I,3,2,2,62,33,0.0,58,106.9,0,0,0,5,1,Michau du Preez
ODI,40,34,3,778,75,25.1,948,82.07,0,0,2,79,11,Zane Green
T20I,61,42,9,494,52,14.97,479,103.13,0,0,1,44,9,Zane Green
ODI,18,18,1,452,136,26.59,550,82.18,1,0,1,42,15,JP Kotze
T20I,46,42,4,817,101,21.5,693,117.89,1,0,2,80,38,JP Kotze
ODI,8,7,0,154,73,22.0,210,73.33,0,0,1,16,0,Malan Kruger
T20I,19,19,2,304,59,17.88,283,107.42,0,0,1,33,9,Malan Kruger
ODI,39,38,2,730,89,20.28,1197,60.99,0,0,4,64,17,Kiplin Doriga
T20I,37,30,5,350,46,14.0,352,99.43,0,0,0,23,10,Kiplin Doriga
ODI,25,24,2,347,58,15.77,461,75.27,0,0,1,26,6,Riley Hekure
T20I,24,15,2,77,18,5.92,99,77.78,0,0,0,8,0,Riley Hekure
ODI,34,34,4,454,77,15.13,815,55.71,0,0,1,31,5,Hiri Hiri
T20I,25,20,4,336,53,21.0,299,112.37,0,0,1,25,13,Hiri Hiri
ODI,21,15,6,63,11,7.0,159,39.62,0,0,0,3,1,Nosaina Pokana
T20I,26,11,5,47,12,7.83,60,78.33,0,0,0,0,2,Nosaina Pokana
ODI,22,21,0,270,29,12.86,484,55.79,0,0,0,21,2,Gaudi Toka
ODI,1,1,0,107,107,107.0,122,87.7,1,0,0,9,2,Michael English
ODI,16,4,3,82,64,82.0,87,94.25,0,0,1,7,1,Gavin Main
T20I,15,4,3,12,12,12.0,17,70.59,0,0,0,2,0,Gavin Main
ODI,30,14,3,71,17,6.45,89,79.78,0,0,0,8,0,Christopher Sole
T20I,17,7,4,21,6,7.0,25,84.0,0,0,0,2,0,Christopher Sole
ODI,1,1,0,8,8,8.0,23,34.78,0,0,0,0,0,Andrew Umeed
ODI,5,4,2,7,3,3.5,17,41.18,0,0,0,0,0,Stuart Whittingham
T20I,3,0,0,0,-,-,0,-,0,0,0,0,0,Stuart Whittingham
ODI,12,12,0,131,51,10.92,164,79.88,0,0,1,15,5,Tinashe Kamunhukamwe
T20I,15,15,0,304,44,20.27,288,105.56,0,0,0,29,10,Tinashe Kamunhukamwe
Test,5,9,0,134,43,14.89,344,38.95,0,0,0,13,2,Tarisai Musakanda
ODI,16,16,1,308,60,20.53,387,79.59,0,0,1,30,5,Tarisai Musakanda
T20I,12,12,0,197,43,16.42,164,120.12,0,0,0,17,4,Tarisai Musakanda
T20I,1,1,0,12,12,12.0,15,80.0,0,0,0,1,0,Fazal Niazai
IPL,5,2,1,5,4,5.0,3,166.67,0,0,0,1,0,Shivam Sharma
T20I,6,6,0,80,28,13.33,64,125.0,0,0,0,9,3,Faizan Asif
T20I,1,0,0,0,-,-,0,-,0,0,0,0,0,Sharif Asadullah
ODI,10,10,1,315,115,35.0,398,79.15,1,0,1,40,5,Paras Khadka
T20I,33,32,3,799,106,27.55,623,128.25,1,0,4,82,26,Paras Khadka
T20I,12,12,0,91,29,7.58,107,85.05,0,0,0,10,1,Pradeep Airee
ODI,17,14,0,275,59,19.64,461,59.65,0,0,1,24,3,Binod Bhandari
T20I,40,31,7,405,58,16.88,354,114.41,0,0,2,32,15,Binod Bhandari
T20I,4,3,1,7,5,3.5,19,36.84,0,0,0,0,0,Naresh Bahadur Budayair
ODI,1,1,1,9,9,0.0,44,20.45,0,0,0,0,0,Shakti Gauchan
T20I,9,5,2,13,6,4.33,43,30.23,0,0,0,0,0,Shakti Gauchan
T20I,2,1,0,4,4,4.0,7,57.14,0,0,0,0,0,Avinash Karn
ODI,6,6,0,97,50,16.17,193,50.26,0,0,1,6,1,Subash Khakurel
T20I,8,8,0,112,56,14.0,139,80.58,0,0,1,10,1,Subash Khakurel
ODI,37,37,1,876,75,24.33,1318,66.46,0,0,7,90,15,Gyanendra Malla
T20I,44,39,1,883,107,23.24,734,120.3,1,0,2,76,36,Gyanendra Malla
T20I,10,3,2,6,5,6.0,12,50.0,0,0,0,0,0,Jitendra Mukhiya
ODI,4,4,0,13,12,3.25,47,27.66,0,0,0,2,0,Basant Regmi
T20I,18,11,4,24,11,3.43,56,42.86,0,0,0,2,0,Basant Regmi
ODI,1,1,0,3,3,3.0,20,15.0,0,0,0,0,0,Sagar Pun
T20I,9,9,0,90,20,10.0,100,90.0,0,0,0,13,0,Sagar Pun
ODI,57,45,14,643,63,20.74,893,72.0,0,0,2,49,13,Sompal Kami
T20I,71,43,13,327,40,10.9,292,111.99,0,0,0,25,14,Sompal Kami
ODI,4,4,1,66,55,22.0,151,43.71,0,0,1,5,0,Sharad Vesawkar
T20I,21,19,5,325,40,23.21,328,99.09,0,0,0,26,7,Sharad Vesawkar
ODI,1,1,0,5,5,5.0,18,27.78,0,0,0,0,0,Najeeb Tarakai
